,company_brand,founded,headquarter,sector,what_it_does,founders,investor,amount($),stage,year
735,NewsReach,2018,Ahmedabad,Communication Services,"It is a platform that digitalises local newspaper publishers, reporters, stringers by aggregating their content",Darshan Shah,Mumbai Angels Network,4000000.0,Venture - Series Unknown,2020
736,RoomSoom,2016,Noida,Real Estate,It provides co-living and student rooms,"Nitin Agrawal, Garima Agrawal",Mumbai Angels Network,4000000.0,Venture - Series Unknown,2020
737,Pedagogy,2015,Mumbai,Information Technology,It has a single subscription model that allows users to access books and digital courses.,"Archin Shah, Abhilash Sonwane, Ritesh Gandhi",Inflection Point Ventures,400000.0,Venture - Series Unknown,2020
738,Classplus,2008,Delhi,Information Technology,"It provides mobile-first software for coaching institutes, tuition centres and private tutors","Mukul Rustagi, Bhaswat Agarwal",RTP Global,8200000.0,Early stage,2020
739,MedLife,2014,Bengaluru,Health Care,It solves inadequacies in the healthcare delivery system through technology,"Tushar Kumar, Prashant Singh",Hero Fincorp,15500000.0,Venture - Series Unknown,2020
740,Qin1,2016,Noida,Information Technology,It is alearning platform for kids in the age group 5 to 14 yrs,"Ishan Gupta, Aarti Gupta",Venture Catalysts,4000000.0,Venture - Series Unknown,2020
741,MYSUN,2015,Delhi,Information Technology,Platform for rooftop solar energy solutions,"Gagan Vermani, Divyanshu Sachdev, Gyan Prakash Tiwari",Undisclosed,4257000.0,Early stage,2020
742,ShopX,2015,Bengaluru,Consumer Discretionary,B2B retail operating system,"Amit Sharma, Apoorva Jois",Li and Fung,1410000.0,Venture - Series Unknown,2020
743,Sarva,2016,Bengaluru,Consumer Staples,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,Sarvesh Shashi,"Mantra Capital, Patni Family",4000000.0,Venture - Series Unknown,2020
744,Expertrons,2016,Mumbai,Information Technology,AI video bot platform for career hacks,"Vivek Gupta, Jatin Solanki","Nikhil Vora, Iceland Venture Studio, LetsVenture, Samyakth Capital",937536.0,Seed,2020
745,NewsBytes,2016,Gurugram,Communication Services,News portal,"Romesh Khaddar, Shikha Chaudhry, Sumedh Chaudhry",North Base Media,1500000.0,Early stage,2020
746,Wagonfly,2018,Chennai,Utilities,Contactless shopping and delivery experience by using radio frequency to tag retail items,Raghavendra Prasad,Investment Trust of India,500000.0,Venture - Series Unknown,2020
747,NIRA,2018,Gurugram,Financials,It offers access and credit to working Indians,"Rohit Sen, Nupur Gupta",Angel investors,2100000.0,Early stage,2020
748,Convosight,2019,Hyderabad,Financials,It helps business gain insights from its community on Facebook groups,"Tarun Dhamija, Kartik Bansal","IvyCap Ventures, Sequoia Capital",4000000.0,Early stage,2020
749,FITTR,2016,Pune,Consumer Discretionary,Fitness Social Network & Consultation Platform,Jitendra Chouksey,"Sequoia Capital Surge, Better Capital",2000000.0,Venture - Series Unknown,2020
750,AsknBid,2018,Bengaluru,Financials,It builds algorithmic investing-based tech products,"Suresh Bavisetti, Paarth Dhar",Ravikanth Reddy & Mumbai Angel Network,4000000.0,Venture - Series Unknown,2020
751,Bira91,2015,Bengaluru,Consumer Staples,Craft beer maker,Ankur Jain,"Sequoia Capital, Sofina",20000000.0,Late stage,2020
752,Finaureus Technologies,2017,Pune,Financials,Provides investment management solutions,"Arindam Ghosh, U R Bhatt",Pinetree Capital,4000000.0,Early stage,2020
753,Daily Ninja,2014,Haryana,Consumer Discretionary,Online Milk Delivery startup,Sagar Yarnalkar,Big Basket,349800.0,Venture - Series Unknown,2020
754,Guvi Geek Network Pvt,2014,Chennai,Information Technology,Operates vernacular-language based education,"SP Balamurugan, Arun Prakash, Sri Devi",Education Catalyst Fund,786000.0,Early stage,2020
755,LoadShare,2017,Bengaluru,Industrials,Provides technology based solutions to SMEs in logistics,"Raghuram Talluri, Tanmoy Karmakar, Rakib Ahmed",CDC Group,2004000.0,Early stage,2020
756,Vedantu,2016,Bengaluru,Information Technology,Onine learning platform,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",KB Global Platform Firm,6800000.0,Late stage,2020
757,Indusface,2004,Gurugram,Information Technology,It provides IT security solutions,"Venkatesh Sundar, Nandini Tandon",Tata Capital Growth Fund II,5000000.0,Venture - Series Unknown,2020
758,DMI Group,2008,Delhi,Financials,Pan-India Credit providing platform,"Shivashish Chatterjee, Yuvraja Singh",NXC Corporation,123000000.0,Venture - Series Unknown,2020
759,Spintly,2017,Goa,Information Technology,It is a wireless cloud-based access control system,"Rohin Parkar, Malcolm Dsouza",Saltwater Venture Sparks,248000.0,Early stage,2020
760,CredR,2014,Mumbai,Information Technology,A marketplace to buy and sell used bikes and scooters,Mittal,Stride Ventures,4000000.0,Venture - Series Unknown,2020
761,Bijak,2016,Gurugram,Industrials,"It is a platform that gives agricultural commodity at better prices, increased working capital, and optimised logistics","Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi",RTP Global,12000000.0,Early stage,2020
762,Bugworks,2014,Bengaluru,Health Care,A drug discovery company that aims to discover novel treatment options for resistant bacterial infections,Anand Anandkumar,"University of Tokyo Edge Capital, Global Brain Corporation",7500000.0,Venture - Series Unknown,2020
763,DrinkPrime,2016,Delhi,Others,Water purifier subscription service,"Manas Ranjan Hota, Vijender Reddy","Abhishek Goyal, Bharat Jaisinghani, FirstCheque",937536.0,Seed,2020
764,YAP,2016,Chennai,Financials,Banking and payment products-focused API platform,"Madhusudanan R, Muthukumar and Prabhu",BeeNext,4500000.0,Early stage,2020
765,UzhavarBumi,2017,Tamil Nadu,Consumer Staples,Provides fresh dairy products,"Vetrivel Palani, Paneerselvam",Angel Network,4000000.0,Venture - Series Unknown,2020
766,Tattva,2018,Delhi,Consumer Discretionary,Sells its organic and beauty products via marketplace,"Megha Wadhwa, Karnesh Mahendru","Sukhbir Singh, Rakhee Singal",150000.0,Venture - Series Unknown,2020
767,Pariksha,2015,Pune,Information Technology,Platform for vernacular test-preparation,"Karanvir Singh, Utkarsh Bagri, Vikram Shekhawat, Deepak Choudhary","INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia",4000000.0,Early stage,2020
768,DailyHunt,2016,Noida,Communication Services,News aggregator,Virendra Gupta,"Bytedance, Falcon Edge, Goldman Sachs, Advent Management",24000000.0,Venture - Series Unknown,2020
769,NoBroker,2014,Bengaluru,Real Estate,Online real estate rental startup,"Amit Kumar Agarwal, Akhil Gupta, Saurabh Garg",General Atlantic,30000000.0,Venture - Series Unknown,2020
770,Box8,2011,Mumbai,Consumer Staples,Enables to order food online,"Amit Raj, Anshul Gupta","IIFL Seed Ventures Fund, Menlo park",4000000.0,Venture - Series Unknown,2020
771,Capital Float,2013,Bengaluru,Financials,Online platform that provides working capital finance to SMEs,"Gaurav Hinduja, Sashank Rishyasringa","Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon",15000000.0,Venture - Series Unknown,2020
772,ITILITE,2016,Bengaluru,Consumer Discretionary,Platform for business travel,"Mayank Kukreja, Anish Khadiya","Greenoaks Capital, Vy Capital. Matrix Partners India",13000000.0,Early stage,2020
773,Morning Context,2016,Gurugram,Communication Services,A subscription-only digital media publisher,Unknown,Angel investors,937536.0,Seed,2020
774,Aavenir,2019,Ahmedabad,Information Technology,Source-to-Pay Software,Ashish Bhandari,Accel,2000000.0,Seed,2020
775,Savvy Co op,2016,Ahmedabad,Consumer Staples,It connects patients with healthcare companies,Jen Horonjeff,Indie VC,4000000.0,Venture - Series Unknown,2020
776,BLive,2018,Delhi,Consumer Discretionary,"It offers experiential, guided tours on smart electric bikes","Samarth Kholkar, Sandeep Mukherjee",Mumbai Angels Network,4000000.0,Early stage,2020
777,Yellow Messenger,2016,Bengaluru,Information Technology,It offers conversational chatbots,Raghavendra Kumar Ravinutala,"Lightspeed Venture Partners, Lightspeed India Partners.",20000000.0,Early stage,2020
778,Toch,2016,Hyderabad,Communication Services,AI based Video object detection and Tagging platform,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",Inflection Point Ventures,400000.0,Venture - Series Unknown,2020
779,EWar,2016,Bengaluru,Information Technology,E-sports and real-time gaming startup,"Parth Chadha, Rahul Singh","Jindal Steels, Jeet Banerjee",200000.0,Venture - Series Unknown,2020
780,Setu,2016,Lucknow,Financials,"Offers open APIs across four categories: bills, savings, credit, and payments.","Sahil Kini, Nikhil Kumar","Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund.",14259000.0,Early stage,2020
781,Wellthy Therapeutics,2016,Bengaluru,Consumer Staples,It offers a digital therapeutics service,Abhishek Shah,Saama Capital,4000000.0,Early stage,2020
782,Power Gummies,2018,Delhi,Consumer Staples,Offers health supplements related gummies,Divij Bajaj,Venture Catalysts,4000000.0,Venture - Series Unknown,2020
783,Locale ai,2019,Bengaluru,Financials,It helps companies with moving assets increase revenues and demand using real time location data and analytics,"Rishabh Jain, Aditi Sinha",Better Capital,4000000.0,Venture - Series Unknown,2020
784,FarEye,2016,Delhi,Industrials,"It enables businesses to execute, track, predict and oprimize the movements of goods","Gaurav Srivastava, Gautam Kumar, Kushal Nahata","M12, Honeywell venture capital, Eight Roads Venture",24500000.0,Late stage,2020
785,Rebel Foods,2016,Chennai,Consumer Staples,It runs internet kitchen,"Jaydeep Barman, Kallol Bannerjee",Coatue Management,50000000.0,Venture - Series Unknown,2020
786,BankBazaar,2008,Chennai,Financials,Online marketplace that gives customers instant customised offers on loans and credit cards,"Adhil Shetty, Arjun Shetty, Rati Shetty","Amazon, Sequoia, Walden SKT Venture Fund",3800000.0,Late stage,2020
787,Porter,2014,Mumbai,Industrials,Logistics and fleet management,"Pranav Goel, Uttam Digga",Lightstone Global Funds,18370000.0,Late stage,2020
788,SugarBox,2016,Mumbai,Information Technology,Hyperlocal data distribution platform,Rohit Paranjpe,Zee Entertainment Enterprises Limited,68525000.0,Venture - Series Unknown,2020
789,Capital Float,2013,Bengaluru,Financials,Online platform that provides working capital finance to SMEs,"Gaurav Hinduja, Sashank Rishyasringa","Amazon Inc`, Dinesh J Hinduja",4800000.0,Late stage,2020
790,Big Basket,2016,Bengaluru,Consumer Discretionary,Online grocery store,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Alibaba Holdings,60000000.0,Venture - Series Unknown,2020
791,Amica,2016,Odisha,Financials,Neobanking startup,Jitendra Gupta,"Hummingbird Ventures, Bedrock Capital",2000000.0,Venture - Series Unknown,2020
792,Vedantu,2016,Bengaluru,Information Technology,Onine learning platform,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Legend Capital,12500000.0,Late stage,2020
793,Fingerlix,2016,Gurugram,Consumer Staples,"It provides ready-to-cook products such as batters, mixes, curries, dals, parathas etc.,","Shrikrishna Bharambe, Shripad Nadkarni, Varun Khanna, Abhijit Berde","Accel, Zephyr Peacock, Swiggy, RB Investments.",1834000.0,Venture - Series Unknown,2020
794,Plop,2016,Mumbai,Information Technology,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand,"Vineet Shetty, Anushka Shetty","Better Capital, LetsVenture, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi",937536.0,Seed,2020
795,Zupee,2018,Gurugram,Information Technology,It runs live quiz tournaments on its app.,"Malhi, Siddhant Saurabh",Matrix Partners,8000000.0,Early stage,2020
796,DeHaat,2012,Bengaluru,Industrials,Online marketplace for farming services and products,Shashank Kumar,Sequoia Capital India,12000000.0,Early stage,2020
797,Lido Learning,2016,Mumbai,Information Technology,Online teaching service,Sahil Sheth,Bace Capital,7500000.0,Early stage,2020
798,Aye Finance,2014,Gurugram,Financials,A finance lender to SMEs,"Vikram Jetley, Sanjay Sharma",Undisclosed,23850000.0,Venture - Series Unknown,2020
799,Swiggy,2014,Bengaluru,Consumer Staples,Platform to order food online from restaurants and getting it delievered,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini","Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets",43000000.0,Early stage,2020
800,Akna Medical,2018,Ahmedabad,Consumer Staples,Provides supply solutions for surgical and pharmaceutical products.,"Saurabh Pandey, Mahadevan Narayanamoni",LGT Lightstone Aspada,7000000.0,Venture - Series Unknown,2020
801,Zomato,2016,Gurugram,Consumer Staples,Online food delivery and restaurant discovery platform,Deepinder Goyal,Pacific Horizon,5000000.0,Venture - Series Unknown,2020
802,RaRa Delivery,2016,Bengaluru,Industrials,Provides same day delivery service for ecommerce businesses,Karan Bhardwaj,"Der Shing Lim, 500 startups",800000.0,Seed,2020
803,JusPay,2016,Bengaluru,Financials,Online payment solutions,Vimal Kumar,Vostok Emerging Finance,21600000.0,Early stage,2020
804,Obviously AI,2018,Mumbai,Information Technology,It provides predictive insights to clients by leveraging their data,"Tapojit Debnath, Nirman Dave",Arka Venture Labs,4000000.0,Venture - Series Unknown,2020
805,Fingpay,2016,Mumbai,Financials,Provides payment solutions,"Pratyush Halen, Anuraag Agrawal",IvyCap Ventures,3500000.0,Early stage,2020
806,Recko,2017,Bengaluru,Information Technology,The platform enables AI-powered reconciliation of digital transactions,"Prashant Border, Saurya Prakash Sinha",Vertex Ventures,6000000.0,Early stage,2020
807,Furlenco,2012,Bengaluru,Consumer Discretionary,Furniture rental startup,Ajith Mohan Karimpana,"Chowdry Associates, Lightbox",10000000.0,Venture - Series Unknown,2020
808,Mera Cashier,2019,Noida,Financials,App meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Gaurav Tomar, Sucharita Redd","Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg",150000.0,Venture - Series Unknown,2020
809,Kitchens Centre,2019,Bengaluru,Consumer Discretionary,Offers solutions to cloud kitchens by providing commercial space and kitchen infrastructure to assisting with branding and other services,Lakshay Jain,AngelList India,500000.0,Seed,2020
810,Camp K12,2016,Gurugram,Information Technology,It connects students with tutors online,"Anshul Bhagi, Sandeep Bhagi","Matrix Partners, SAIF Partners",4000000.0,Seed,2020
811,MedGenome,2013,Bengaluru,Consumer Staples,Genetic diagnostic testing company,Sam Santhosh,LeapFrog Investments,55000000.0,Late stage,2020
812,Ergos,2016,Bengaluru,Industrials,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions,"Kishor Jha, Praveen Kumar",Aavishkar Capital,4598000.0,Venture - Series Unknown,2020
813,Nykaa,2012,Mumbai,Consumer Discretionary,Deals in cosmetic and wellness products,Falguni Nayar,Steadview Capital,13137000.0,Venture - Series Unknown,2020
814,Samadhan,2018,Delhi,Financials,They help find solutions to insurance related issues,"Deepak Bhuvneshwari Uniyal, Shilpa Arora, Shailesh Kumar, Sanjay Aggarwal",Venture Catalysts,937536.0,Seed,2020
815,SaScan,2016,Bengaluru,Consumer Staples,Cancer diagnostics startup,Subhash Narayanan,Unicorn India Ventures,4000000.0,Venture - Series Unknown,2020
816,Lido Learning,2016,Mumbai,Information Technology,Online teaching service,Sahil Sheth,"Pecus Capital, Madhur Deora",3000000.0,Venture - Series Unknown,2020
817,CureFit,2016,Bengaluru,Consumer Staples,"Integrated platform for food, fitness and meditation.","Mukesh Bansal, Ankit Nagori",Temasek,115000000.0,Late stage,2020
818,Nimesa,2018,Bengaluru,Information Technology,Cloud data managemnt solutions enterprise,"Tapesh Goyal, Rajesh Vaidhyanathan",Ideaspring capital,4000000.0,Venture - Series Unknown,2020
819,Design X,2016,Noida,Information Technology,Builds IoT based products,Preet Arjun Singh,ThinkNext LLC,200000.0,Seed,2020
820,Driftly Electric,2016,Bengaluru,Information Technology,Electric vehicle startup,Sneha Roy,MG Motor India,4000000.0,Venture - Series Unknown,2020
